idiom,lang,meaning,noun_translation
お安い御用,jp,,"['oh', 'control', 'for']"
お安くない,jp,,['oh']
親ずれより友ずれ,jp,,['Relatives']
親と月夜はいつも良い,jp,,"['parent', 'moonlit night']"
親に似ぬ子は鬼子,jp,,"['parent', 'Child', 'ghost']"
親に似ぬ子は鬼っ子,jp,,"['parent', 'Child']"
親に目なし,jp,,"['parent', 'without eyes']"
親の甘茶が毒となる,jp,,"['parent', 'sweet tea', 'poison']"
親の意見と茄子の花は千に一つも無駄はない,jp,,"['parent', 'opinion', 'eggplant', 'flower', 'one', 'Useless']"
親の意見と冷や酒は後で利く,jp,,"['parent', 'opinion', 'cold sake', 'rear']"
親の因果が子に報う,jp,,"['parent', 'cause and effect', 'Child']"
親の恩は子で送る,jp,,"['parent', 'favor', 'Child']"
親の恩より義理の恩,jp,,"['parent', 'in-law', 'favor']"
親の顔が見たい,jp,,"['parent', 'face']"
親の心、子知らず,jp,,"['parent', 'heart']"
親の十七、子は知らぬ,jp,,"['parent', 'Child']"
親の脛を齧る,jp,,"['parent', 'shin']"
親の光は七光り,jp,,"['parent', 'light', 'Seven lights']"
親の欲目,jp,,"['parent', 'greed', 'eye']"
親は親、子は子,jp,,"['parent', 'parent', 'Child', 'Child']"
親はなくとも子は育つ,jp,,"['parent', 'Child']"
親は木綿着る、子は錦着る,jp,,"['parent', 'wood', 'cotton', 'Child']"
親馬鹿子馬鹿,jp,,['fool']
親船に乗ったよう,jp,,['parent ship']
親船に乗る,jp,,['parent ship']
お山の大将,jp,,"['oh', 'Mountain', 'General']"
お山の大将俺一人,jp,,"['oh', 'Mountain', 'General', 'Man']"
親を睨むと鮃になる,jp,,"['parent', 'flounder']"
泳ぎ上手は川で死ぬ,jp,,"['good', 'river', 'death']"
及ばぬ鯉の滝登り,jp,,"['carp', 'waterfall', 'climb']"
及び腰になる,jp,,['waist']
お呼びでない,jp,,"['oh', 'call']"
及びも付かない,jp,,[]
折り合いが付く,jp,,['compromise']
折り紙付き,jp,,['with origami']
折り紙を付ける,jp,,['origami']
折に触れて,jp,,['folding']
折り目正しい,jp,,['folding']
折も折,jp,,"['folding', 'folding']"
折も折とて,jp,,"['folding', 'fold']"
お留守になる,jp,,"['oh', 'Absence']"
俺は言わぬがわれ言うな,jp,,[]
愚か者に福あり,jp,,"['person', 'there is good fortune']"
負わず借らずに子三人,jp,,"['three children', 'Man']"
終わりよければすべてよし,jp,,['all']
終わりを全うする,jp,,['end']
お椀を持たぬ乞食はない,jp,,"['oh', 'Bowl', 'beggar']"
尾を引く,jp,,['tail']
尾を振る,jp,,['tail']
尾を振る犬は叩かれず,jp,,"['tail', 'dog']"
音頭を取る,jp,,['Ondo']
女氏無くして玉の輿に乗る,jp,,"['lady', 'ball', 'palanquin']"
女心と秋の空,jp,,"['woman&#39;s heart', 'autumn', 'Sky']"
女賢しゅうして牛売り損なう,jp,,['wise woman']
女三人あれば身代が潰れる,jp,,"['woman', 'three people', 'inheritance']"
女三人寄れば姦しい,jp,,"['woman', 'three people']"
女ならでは夜は明けぬ,jp,,"['woman', 'Night']"
女の一念、岩をも徹す,jp,,"['woman', 'one thought', 'rock']"
女の一念、岩をも通す,jp,,"['woman', 'one thought', 'rock']"
女の髪の毛には大象も繋がる,jp,,"['Girl&#39;s', 'hair', 'hair', 'big elephant']"
女の心は猫の目,jp,,"['Girl&#39;s', 'heart', 'Cat', 'eye']"
女の知恵は鼻の先,jp,,"['woman', 'wisdom', 'nose', 'Destination']"
女は衣装髪かたち,jp,,"['woman', 'costume', 'hair', 'Tachi']"
女は氏無うて玉の輿に乗る,jp,,"['Mr', 'ball', 'palanquin']"
女は己を説ぶ者のために容づくる,jp,,"['woman', 'myself', 'person', 'For']"
女は三界に家なし,jp,,"['woman', 'three realms', 'House', 'none']"
女冥利に尽きる,jp,,['woman']
女寡に花が咲く,jp,,"['woman widow', 'flower']"
恩に着せる,jp,,['favor']
恩に着る,jp,,['favor']
御の字,jp,,"['your', 'character']"
恩の腹は切らねど情けの腹は切る,jp,,"['of gratitude', 'stomach', 'Compassion', 'stomach']"
負んぶすれば抱っこ,jp,,['hold']
おんぶに抱っこ,jp,,"['piggyback', 'hold']"
隠密の沙汰は高く言え,jp,,"['Covert', 'situation']"
陰陽師、身の上知らず,jp,,"['yin and yang', 'teacher', 'body']"
恩を仇で返す,jp,,"['favor', 'enemy']"
恩を売る,jp,,['favor']
恩を以て怨みに報ず,jp,,"['favor', 'With', 'grudge']"
槐安の夢,jp,,['dreams']
飼い犬に手を噛まれる,jp,,"['keep', 'dog', 'hand']"
飼い犬に手を嚙まれる,jp,,"['keep', 'dog', 'hand']"
貝殻で海を量る,jp,,"['shell', 'Sea']"
会稽の恥,jp,,['shame']
会稽の恥を雪ぐ,jp,,['shame']
解語の花,jp,,"['interpretation', 'flower']"
快哉を叫ぶ,jp,,[]
カイザルの物はカイザルに,jp,,"['Caesar', 'object', 'Caesar']"
改竄,jp,,['falsification']
膾炙,jp,,"['膾', 'Broiled']"
甲斐性が無い,jp,,"['Kai', 'sex']"
甲斐性なし,jp,,"['Kai', 'sex', 'none']"
会心の笑みをもらす,jp,,"['satisfaction', 'smile']"
灰燼に帰す,jp,,['ashes']
海賊が山賊の罪をあげる,jp,,"['pirate', 'bandit', 'sin']"
書いた物が物を言う,jp,,"['object', 'object']"
海中より盃中に溺死する者多し,jp,,"['underwater', 'in a cup', 'many people']"
快刀、乱麻を断つ,jp,,"['sharp sword', 'Ranma']"
海棠の睡り未だ足らず,jp,,"['seaweed', 'still asleep']"
甲斐なき星が夜を明かす,jp,,"['do not have', 'Star', 'Night']"
櫂は三年、櫓は三月,jp,,"['paddle', 'Year', 'scaffold', 'Moon']"
隗より始めよ,jp,,['more']
回瀾を既倒に反す,jp,,"['rebellion', 'bankruptcy']"
廻瀾を既倒に反す,jp,,"['roundabout', 'bankruptcy']"
怪力乱神を語らず,jp,,"['strength', 'turbulent god']"
回禄の災い,jp,,['remuneration']
買うは貰うに勝る,jp,,[]
替え着なしの晴れ着なし,jp,,"['No spare clothes', 'sunny clothes', 'none']"
カエサルの物はカエサルに,jp,,['object']
返す刀,jp,,['sword']
返す言葉がない,jp,,['words']
帰らぬ人となる,jp,,['Man']
帰りなんいざ,jp,,[]
顧みて他を言う,jp,,['other']
蛙の子は蛙,jp,,"['frog&#39;s', 'Child', 'frog']"
蛙の面に水,jp,,"['frog&#39;s', 'surface', 'water']"
蛙は口から呑まるる,jp,,"['frog', 'mouth']"
蛙は口ゆえ蛇に呑まるる,jp,,"['frog', 'mouth snake']"
顔色を窺う,jp,,['complexion']
顔色を見る,jp,,['complexion']
顔色を読む,jp,,['complexion']
顔から火が出る,jp,,"['face', 'fire']"
顔が合う,jp,,['face']
顔が合わせられない,jp,,['face']
顔が売れる,jp,,['face']
顔が利く,jp,,['face']
顔が揃う,jp,,['face']
顔が立つ,jp,,['face']
顔が潰れる,jp,,['face']
顔が広い,jp,,['face']
顔で笑って心で泣く,jp,,"['face', 'heart']"
顔に書いてある,jp,,['face']
顔に出る,jp,,['face']
顔に泥を塗る,jp,,"['face', 'mud']"
顔に紅葉を散らす,jp,,"['face', 'Autumn leaves']"
顔ぶれが揃う,jp,,['lineup']
顔向けができない,jp,,"['face', 'for']"
顔向けがならない,jp,,['face']
顔向け出来ない,jp,,"['face', 'for']"
顔を合わせる,jp,,['face']
顔を売る,jp,,['face']
顔を貸す,jp,,['face']
顔を利かす,jp,,['face']
顔を曇らせる,jp,,['face']
顔を拵える,jp,,['face']
顔を顰める,jp,,['face']
顔を揃える,jp,,['face']
顔を立てる,jp,,['face']
顔を出す,jp,,['face']
顔を作る,jp,,['face']
顔を繋ぐ,jp,,['face']
顔を潰す,jp,,['face']
顔を直す,jp,,['face']
顔をほころばせる,jp,,['face']
顔を見せる,jp,,['face']
顔を汚す,jp,,['face']
嬶天下にからっ風,jp,,"['嬶', 'world']"
河海は細流を択ばず,jp,,['trickle']
蝸角の争い,jp,,['strife']
踵で頭痛を病む,jp,,"['heel', 'headache']"
懸かるも引くも折による,jp,,['folding']
屈み女に反り男,jp,,"['woman', 'Man']"
鏡は女の魂,jp,,"['mirror', 'Girl&#39;s', 'soul']"
書き入れ時,jp,,"['entry', 'Time']"
垣堅くして犬入らず,jp,,"['dog case', 'and others']"
欠き餅と焼き餅は焼くほどよい,jp,,"['Missing rice cake', 'Mochi']"
垣を作る,jp,,['fence']
蝸牛、角上の争い,jp,,['strife']
限りを尽くす,jp,,['as long as']
鍵を握る,jp,,['key']
覚悟の上,jp,,"['readiness', 'Up']"
覚悟の前,jp,,"['readiness', 'Previous']"
鶴首,jp,,"['crane', 'neck']"
核心に触れる,jp,,['core']
核心を突く,jp,,['core']
核心を衝く,jp,,['core']
隠すより現る,jp,,[]
隔世の感,jp,,"['distant life', 'feeling']"
欠くべからざる,jp,,['Be']
獲麟,jp,,['Karin']
隠れたる信あれば顕われての利生,jp,,[]
隠れたるより現るるはなし,jp,,['none']
隠れての信は顕われての徳,jp,,"['Faith', 'Virtue']"
隠れての信は現れての徳,jp,,"['Faith', 'Virtue']"
隠れ蓑にする,jp,,['raincoat']
隠れもない,jp,,['hide']
駆け馬に鞭,jp,,"['running horse', 'whip']"
掛け替えのない,jp,,['replacement']
駆けつけ三杯,jp,,"['rush', 'cup']"
掛け値なし,jp,,['no quote']
影が薄い,jp,,['Shadow']
影が差す,jp,,['Shadow']
陰口を利く,jp,,['Backbiting']
陰口を叩く,jp,,['Backbiting']
陰で糸を引く,jp,,"['shadow', 'thread']"
陰で舌を出す,jp,,"['shadow', 'tongue']"
陰では王様の事も言う,jp,,"['shadow', 'King', 'case']"
陰では殿の事も言う,jp,,"['shadow', 'Tono&#39;s', 'case']"
陰に居て枝を折る,jp,,"['shadow', 'branch']"
陰に託して影を求む,jp,,"['shadow', 'Shadow']"
陰になり日向になり,jp,,['shadow']
陰に回る,jp,,['shadow']
影の形に随うが如し,jp,,"['Shadow', 'shape']"
陰の形に添うが如し,jp,,"['shadow', 'shape']"
影の形に添うように,jp,,"['Shadow', 'shape']"
陰日向がある,jp,,['shadow']
陰日向になる,jp,,['shadow']
陰日向のある,jp,,['shadow']
陰へ回る,jp,,['shadow']
陰弁慶,jp,,"['secret valve', 'Kei']"
影も形もない,jp,,"['Shadow', 'shape']"
影も形も見えない,jp,,"['Shadow', 'shape']"
陽炎、稲妻、水の月,jp,,"['heat haze', 'lightning', 'water', 'Moon']"
影を畏れ迹を悪む,jp,,"['Shadow', 'trace']"
影を落とす,jp,,['Shadow']
影を投じる,jp,,['Shadow']
影を投げかける,jp,,['Shadow']
影を潜める,jp,,['Shadow']
華甲,jp,,['flower armor']
嘉肴ありと雖も食らわざればその旨きを知らず,jp,,"['chia', 'Appetizer', 'and']"
嘉肴ありと雖も食らわずんばその旨きを知らず,jp,,"['chia', 'Appetizer']"
駕籠舁き駕籠に乗らず,jp,,"['palanquin', 'palanquin']"
籠で水を汲む,jp,,"['basket', 'water']"
駕籠に乗る人担ぐ人、そのまた草鞋を作る人,jp,,"['palanquin', 'Man', 'Man', 'straw sandals', 'Man']"
籠の鳥、雲を慕う,jp,,"['basket', 'bird', 'cloud']"
傘と提灯は戻らぬつもりで貸せ,jp,,"['umbrella', 'paper lantern', 'intention', 'lend me']"
嵩に懸かる,jp,,['volume']
笠に着る,jp,,['hat']
笠の台が飛ぶ,jp,,['platform']
風穴を開ける,jp,,['wind hole']
風上に置けない,jp,,['windward']
風上にも置けない,jp,,['windward']
風向きが悪い,jp,,['wind direction']
貸し借りは他人,jp,,"['lending and borrowing', 'other', 'Man']"
貸した物は忘れぬが借りたものは忘れる,jp,,"['object', 'thing']"
和氏の璧,jp,,"['Mr. Kazu', 'perfect']"
和氏の璧,jp,,"['Mr. Kazu', 'perfect']"
鹿島立ち,jp,,['stand']
華燭の典,jp,,['law']
華胥の国に遊ぶ,jp,,['Country']
家書万金に抵る,jp,,"['letter from home', 'Money']"
頭が動かねば尾が動かぬ,jp,,"['Head', 'the tail', 'movement']"
頭に霜を戴く,jp,,"['Head', 'frost']"
頭に霜を置く,jp,,"['Head', 'frost']"
頭を下ろす,jp,,['Head']
河岸を変える,jp,,['river bank']
火事あとの釘拾い,jp,,"['fire', 'another thing', 'picking up nails']"
火事あとの火の用心,jp,,"['fire', 'another thing', 'fire', 'caution']"
火事と喧嘩は江戸の花,jp,,"['fire', 'fight', 'flower']"
火事と喧嘩は江戸の華,jp,,"['fire', 'fight', 'flower']"
火事と葬式に行けば勘当もゆりる,jp,,"['fire', 'funeral', 'Disown']"
舵取りをする,jp,,['steering']
火事場の馬鹿力,jp,,"['fire', 'place', 'fool', 'Power']"
舵を取る,jp,,['rudder']
歌人は居ながらにして名所を知る,jp,,"['poet', 'famous place']"
鎹思案,jp,,"['reluctance', 'plan']"
霞に千鳥,jp,,['Chidori']
霞を食う,jp,,['haze']
掠りを取る,jp,,['grazing']
粕を食う,jp,,['lees']
糟を食う,jp,,['dregs']
数でこなす,jp,,['number']
数を言うまい羽織りの紐,jp,,"['number', 'put on', 'string']"
数を頼む,jp,,['number']
数を尽くす,jp,,['number']
苛政は虎よりも猛し,jp,,[]
河清を俟つ,jp,,['one']
稼ぐに追い付く貧乏無し,jp,,['no poverty']
稼ぐに追い抜く貧乏神,jp,,"['Poverty', 'God']"
風当たりが強い,jp,,['prejudice']
風が吹けば桶屋が儲かる,jp,,"['Wind', 'bucket shop']"
風が吹けば桶屋が喜ぶ,jp,,['Wind']
風に櫛り雨に沐う,jp,,"['Wind', 'rain']"
風に順いて呼ぶ,jp,,['Wind']
風に柳,jp,,"['Wind', 'willow']"
風の便り,jp,,"['Wind', 'news']"
風の吹き回し,jp,,"['Wind', 'blowing around']"
風の前の塵,jp,,"['Wind', 'Previous', 'dust']"
風邪は百病のもと,jp,,['cold']
風は吹けども山は動せず,jp,,"['Wind', 'blow', 'Mountain']"
風邪は万病のもと,jp,,"['cold', 'disease']"
風を切る,jp,,['Wind']
風を食らう,jp,,['Wind']
風邪を引く,jp,,['cold']
数える程,jp,,[]
片足を突っ込む,jp,,['one leg']
堅い木は折れる,jp,,['wood']
片意地を張る,jp,,"['unrequited', 'ground']"
肩入れする,jp,,[]
片腕を失う,jp,,['one arm']
片腕をもがれたよう,jp,,['one arm']
肩が軽くなる,jp,,['shoulder']
肩が凝る,jp,,['shoulder']
方が付く,jp,,['direction']
片が付く,jp,,['piece']
肩が張る,jp,,['shoulder']
敵の家でも口を濡らせ,jp,,"['enemy', 'House', 'mouth']"
敵の前より借金の前,jp,,"['enemy', 'Previous', 'debt', 'Previous']"
難きを先にし、獲るを後にす,jp,,"['difficult', 'Destination', 'rear']"
火宅,jp,,['burning house']
片口聞いて公事を分くるな,jp,,"['Katakuchi', 'public affairs']"
硬くなる,jp,,[]
堅くなる,jp,,[]
固くなる,jp,,[]
肩透かしを食う,jp,,"['shoulder', 'watermark']"
肩透かしを食わせる,jp,,"['shoulder', 'watermark']"
固唾を呑む,jp,,['Hold your breath']
肩叩き,jp,,['shoulder tapping']
肩叩きをする,jp,,['shoulder tapping']
形が付く,jp,,['shape']
容を繕う,jp,,['Capacity']
片手で錐は揉まれぬ,jp,,"['one hand', 'cone']"
肩で風を切る,jp,,"['shoulder', 'Wind']"
刀折れ矢尽きる,jp,,[]
肩に掛かる,jp,,['shoulder']
型に嵌まる,jp,,['type']
型に嵌める,jp,,['type']
形の如く,jp,,"['shape', 'Like']"
型の如く,jp,,"['type', 'Like']"
肩の荷が下りる,jp,,"['shoulder', 'load']"
肩の荷を下ろす,jp,,"['shoulder', 'load']"
片肌脱ぐ,jp,,['one skin']
片腹痛い,jp,,['one side']
肩肘張る,jp,,"['shoulder', 'elbow']"
片棒を担ぐ,jp,,['one stick']
肩身が狭い,jp,,['shoulder']
肩身が広い,jp,,['shoulder']
筐の水,jp,,['water']
片目が開く,jp,,['one eye']
片目が明く,jp,,['one eye']
固めの杯,jp,,"['solidify', 'cup']"
片山曇れば片山日照る,jp,,"['Day', 'Shine']"
語るに落ちる,jp,,[]
語るに足る,jp,,[]
傍ら痛い,jp,,[]
傍らに人無きが如し,jp,,"['beside', 'deserted']"
肩を怒らす,jp,,['shoulder']
肩を怒らせる,jp,,['shoulder']
肩を入れる,jp,,['shoulder']
肩を落とす,jp,,['shoulder']
肩を貸す,jp,,['shoulder']
肩を竦める,jp,,['shoulder']
肩を窄める,jp,,['shoulder']
肩を聳やかす,jp,,['shoulder']
肩を叩く,jp,,['shoulder']
片を付ける,jp,,['piece']
方を付ける,jp,,['direction']
肩を並べる,jp,,['shoulder']
肩を持つ,jp,,['shoulder']
勝ち鬨を挙げる,jp,,['Victory']
勝ち名乗りを上げる,jp,,['claim to win']
勝ちに乗じる,jp,,['win']
勝ちに乗ずる,jp,,['win']
勝ちに乗る,jp,,['win']
勝ち星を拾う,jp,,['winning star']
火中の栗を拾う,jp,,"['In the fire', 'chestnut']"
勝ちを拾う,jp,,['win']
かちんと来る,jp,,[]
格好が付く,jp,,['form']
恰好が付く,jp,,['appearance']
渇しても盗泉の水を飲まず,jp,,"['Stolen spring', 'water']"
癩の瘡うらみ,jp,,"['of leprosy', 'sore', 'remorse']"
勝った自慢は負けての後悔,jp,,"['bragging', 'regret']"
勝って兜の緒を締めよ,jp,,"['helmet', 'string']"
勝手が違う,jp,,['selfish']
買って出る,jp,,[]
勝手な熱を吐く,jp,,['heat']
勝手を知る,jp,,['selfish']
かっとなる,jp,,[]
河童に水練,jp,,"['Kappa', 'Mizuneri']"
河童の川流れ,jp,,['Kappa']
河童の寒稽古,jp,,['old']
河童の屁,jp,,"['Kappa', 'fart']"
餓えて死ぬは一人、飲んで死ぬは千人,jp,,['Man']
渇に臨みて井を穿つ,jp,,['thirst']
渇に臨みて井を穿つ,jp,,['thirst']
勝つに乗る,jp,,[]
勝つも負けるも時の運,jp,,"['also time', 'luck']"
桂を折る,jp,,[]
活路を開く,jp,,['way out']
活路を見出す,jp,,['way out']
活路を見いだす,jp,,['way out']
渇を医する,jp,,['thirst']
渇を癒やす,jp,,['thirst']
活を入れる,jp,,['activity']
褐を被て玉を懐く,jp,,"['brown', 'ball']"
勝てば官軍、負ければ賊軍,jp,,"['government army', 'bandit', 'army']"
瓜田に履を納れず,jp,,['shoes']
瓜田に履を納れず、李下に冠を正さず,jp,,"['shoes', 'under', 'crown']"
角が立つ,jp,,['corner']
角が取れる,jp,,['corner']
角番に立つ,jp,,['Kakuban']
門松は冥土の旅の一里塚,jp,,"['kadomatsu', 'Netherworld', 'Journey']"
門松は冥途の旅の一里塚,jp,,"['kadomatsu', 'dark way', 'Journey']"
角を立てる,jp,,['corner']
鼎の軽重を問う,jp,,"['Kanae&#39;s', 'light weight']"
鼎の沸くが如し,jp,,['Kanae']
金釘流,jp,,"['gold nail', 'flow']"
金鎖も引けば切れる,jp,,['gold chain']
金轡を嵌める,jp,,['gold']
悲しい時は身一つ,jp,,"['Time', 'one']"
金縛りにあう,jp,,['sleep paralysis']
金縛りにあったよう,jp,,['sleep paralysis']
金槌の川流れ,jp,,[]
金棒引き,jp,,"['metal rod', 'pull']"
金棒を引く,jp,,['metal rod']
叶わぬ時には親を出せ,jp,,"['Time', 'parent']"
叶わぬ時の神頼み,jp,,"['Time', 'depend on God']"
蟹の念仏,jp,,"['crab', 'just in case', 'Buddha']"
蟹の横這い,jp,,"['crab', 'flat']"
蟹は甲羅に似せて穴を掘る,jp,,"['crab', 'shell', 'hole']"
蟹を縦に歩かせることはできない,jp,,"['crab', 'vertical', 'thing']"
金請けするとも人請けするな,jp,,"['Money', 'Man']"
金があれば馬鹿も旦那,jp,,"['Money', 'fool', 'husband']"
金が言わせる旦那,jp,,"['Money', 'husband']"
金が唸る,jp,,['Money']
金が敵,jp,,"['Money', 'enemy']"
金が金を儲ける,jp,,"['Money', 'Money']"
金が物言う,jp,,['Money']
金さえあれば飛ぶ鳥も落ちる,jp,,"['Money', 'bird']"
鉦太鼓で捜す,jp,,[]
金で面を張る,jp,,"['Money', 'surface']"
金と塵は積もるほど汚い,jp,,"['Money', 'dust']"
金なき者は金を使う,jp,,"['without money', 'person', 'Money']"
金に飽かす,jp,,['Money']
金に糸目を付けぬ,jp,,"['Money', 'threads']"
金の貸し借りは不和の基,jp,,"['Money', 'lending and borrowing', 'discord', 'group']"
金の貸し借り不和の基,jp,,"['Money', 'lending and borrowing', 'discord', 'group']"
金の切れ目が縁の切れ目,jp,,"['Money', 'eye', 'edge', 'eye']"
金の轡を食ます,jp,,"['Money', 'undercarriage']"
金のなる木,jp,,"['Money', 'wood']"
金の光は阿弥陀ほど,jp,,"['Money', 'light']"
金の光は七光,jp,,"['Money', 'light', 'light']"
金の草鞋で捜す,jp,,"['Money', 'straw sandals']"
金の草鞋で尋ねる,jp,,"['Money', 'straw sandals']"
金は命の親、命の敵,jp,,"['life', 'parent', 'life', 'enemy']"
金は浮き物,jp,,"['Money', 'floating object']"
金は片行き,jp,,"['Money', 'one way']"
金は三欠くに溜まる,jp,,['Money']
金は世界の回り物,jp,,"['Money', 'world', 'around', 'object']"
金は天下の回り持ち,jp,,"['Money', 'world', 'round trip']"
金は天下の回り物,jp,,"['Money', 'world', 'around', 'object']"
金は良き召し使いなれど悪しき主なり,jp,,"['Money', 'Lord']"
金は湧き物,jp,,"['Money', 'Spring']"
金離れがいい,jp,,['Money away']
金回りがいい,jp,,['money']
金持ち、金使わず,jp,,"['Rich man', 'Money']"
金持ち喧嘩せず,jp,,['Rich man']
金持ちと灰吹きは溜まるほど汚い,jp,,"['Rich man', 'blowing ash']"
鉦や太鼓で探す,jp,,['drum']
鉦や太鼓で捜す,jp,,['drum']
金を貸したのが円の切れ目,jp,,"['Money', 'Circle', 'eye']"
金を貸せば友を失う,jp,,"['Money', 'friend']"
金を食う,jp,,['Money']
金を寝かす,jp,,['Money']
金を回す,jp,,['Money']
蚊の食う程にも思わぬ,jp,,['mosquito']
蚊の鳴くような声,jp,,"['mosquito', 'voice']"
蚊の涙,jp,,"['Mosquito&#39;s', 'tears']"
黴が生える,jp,,['mold']
禍福は糾える縄の如し,jp,,"['rope', 'Like']"
株が上がる,jp,,['stock']
兜を脱ぐ,jp,,['helmet']
冑を脱ぐ,jp,,['helmet']
蕪は鶉となり、山芋は鰻となる,jp,,"['turnip', 'quail', 'yam', 'eel']"
頭を振る,jp,,['Head']
株を上げる,jp,,['stock']
株を守りて兎を待つ,jp,,"['stock', 'rabbit']"
壁訴訟,jp,,"['wall', 'lawsuit']"
壁に突き当たる,jp,,['wall']
壁にぶち当たる,jp,,['wall']
壁に耳,jp,,"['wall', 'ear']"
壁に耳あり,jp,,"['wall', 'ear', 'can be']"
壁に耳あり障子に目あり,jp,,"['wall', 'ear', 'shoji', 'with eyes']"
壁に耳障子に目,jp,,"['wall', 'ear', 'shoji', 'eye']"
壁の穴は壁で塞げ,jp,,"['wall', 'hole', 'wall']"
壁を作る,jp,,['wall']
果報は寝て待て,jp,,['reward']
南瓜に目鼻,jp,,"['pumpkin', 'eye', 'nose']"
カボチャに目鼻,jp,,"['Pumpkin', 'eye', 'nose']"
鎌首をもたげる,jp,,[]
鎌首を擡げる,jp,,[]
竈の下の灰まで,jp,,"['of the hearth', 'under', 'Ash']"
鎌をかける,jp,,['sickle']
鎌を掛ける,jp,,['sickle']
噛み合う犬は呼び難し,jp,,"['dog', 'hard to call']"
神掛けて,jp,,[]
紙子着て川へ入る,jp,,['river']
紙子着て川へはまる,jp,,"['river', 'circle']"
神様にも祝詞,jp,,"['God', 'Norito']"
神様はお見通し,jp,,"['God', 'oh', 'Outlook']"
裃を着た盗人,jp,,"['kamishimo', 'thief']"
裃を着る,jp,,['kamishimo']
裃をつける,jp,,['kamishimo']
裃を脱ぐ,jp,,['kamishimo']
剃刀の刃渡り,jp,,['blade length']
剃刀の刃を渡る,jp,,['blade']
神ならぬ身,jp,,"['God', 'body']"
雷が落ちる,jp,,['Thunder']
髪の毛を逆立てる,jp,,"['hair', 'hair']"
神は正直の頭に宿る,jp,,"['God', 'honest', 'Head']"
神は非礼を受けず,jp,,"['God', 'disrespectful']"
神は非礼を享けず,jp,,['God']
神は自ら助くる者を助く,jp,,"['God', 'person']"
神は見通し,jp,,"['God', 'Outlook']"
紙一重,jp,,"['one piece of paper', 'Heavy']"
紙一重の差,jp,,"['paper', 'Heavy', 'difference']"
神も仏もない,jp,,"['God', 'Buddha too']"
髪結い髪結わず,jp,,['hair']
髪結いの亭主,jp,,"['hair', 'tie', 'bower', 'main']"
髪結いの乱れ髪,jp,,"['hairdresser', 'Disturbance', 'hair']"
髪を下ろす,jp,,['hair']
噛む馬はしまいまで噛む,jp,,['Horse']
亀の甲より年の劫,jp,,"['Instep', 'Of year']"
亀の甲より年の功,jp,,"['Instep', 'Year', 'success']"
亀の年を鶴が羨む,jp,,['Year']
仮面を被る,jp,,['mask']
鴨が葱を背負って来る,jp,,"['the duck', 'onion']"
可もなく不可もなし,jp,,"['Possible', 'Impossible', 'none']"
鴨の水搔き,jp,,"['duck', 'water splash']"
下問を恥じず,jp,,['inquiry']
蚊帳の外,jp,,['outside']
痒い所に手が届く,jp,,"['place', 'hand']"
空馬に怪我なし,jp,,"['Empty horse', 'injury', 'none']"
芥子は気短に搔かせろ,jp,,"['impatient', 'scratch it']"
烏に反哺の孝あり,jp,,"['crow', 'There is filial piety']"
烏の頭の白くなるまで,jp,,['Head']
烏の行水,jp,,"['crow', 'running water']"
烏の雌雄,jp,,"['female', 'male']"
烏の鳴かない日はあっても,jp,,"['crow', 'Day']"
烏の濡れ羽色,jp,,"['crow&#39;s', 'get wet', 'Feather color']"
烏を鵜に使う,jp,,"['crow', 'Cormorant']"
烏を鷺,jp,,"['crow', 'heron']"
空世辞は馬鹿を嬉しがらせる,jp,,"['world', 'speech', 'fool']"
体が空く,jp,,['body']
体が明く,jp,,['body']
体が続く,jp,,['body']
体で覚える,jp,,['body']
体に障る,jp,,['body']
体を壊す,jp,,['body']
体を張る,jp,,['body']
殻に籠る,jp,,['shell']
殻に閉じ籠もる,jp,,['shell']
空振りに終わる,jp,,['whiff']
借り着より洗い着,jp,,"['Borrowed clothes', 'wash', 'wearing']"
借りて借り得、貸して貸し損,jp,,[]
借りてきた猫,jp,,['Cat']
雁の使い,jp,,"['geese', 'use']"
狩人、罠にかかる,jp,,"['hunter', 'trap']"
借りる時の地蔵顔、返す時の閻魔顔,jp,,"['Time', 'Jizo', 'face', 'Time', 'face']"
借りる時の地蔵顔、済す時の閻魔顔,jp,,"['Time', 'Jizo', 'face', 'Time', 'face']"
借りる八合、済す一升,jp,,"['Hachigo', 'sho']"
借りを返す,jp,,['Borrowed']
軽い返事に重い尻,jp,,"['reply', 'ass']"
軽口を叩く,jp,,['lighthearted']
枯れ木に花,jp,,"['wood', 'flower']"
枯れ木も山の賑わい,jp,,"['dead tree', 'Mountain']"
彼も一時、此れも一時,jp,,"['temporary', 'This', 'Time']"
彼も人なり、我も人なり,jp,,"['I', 'Man', 'Nari']"
彼も人なり、予も人なり,jp,,"['ever', 'Man', 'Nari']"
彼を知り己を知れば百戦殆うからず,jp,,['myself']
かわいい子には旅をさせよ,jp,,"['Child', 'Journey']"
可愛さ余って憎さが百倍,jp,,['times']
可愛さ余って憎さ百倍,jp,,"['hatred', 'times']"
皮切りの一灸,jp,,"['start', 'Moxibustion']"
渇きを覚える,jp,,['thirst']
川口で船を破る,jp,,['ship']
川越して宿とれ,jp,,['inn']
川立ちは川で果てる,jp,,['river']
川中には立てど人中には立たれず,jp,,['crowd']
川に水運ぶ,jp,,"['river', 'water transport']"
川の字に寝る,jp,,"['river', 'character']"
皮引けば身が痛い,jp,,['body']
皮引けば身が付く,jp,,['Body']
